request_id,total,error
502052,2,
504309,0,
497707,0,
503510,0,There is no tsh@famaga.de in db
504270,2,
501251,0,There is no gc@famaga.de in db
504182,0,
503206,2,
502356,0,There is no gab@famaga-group.com in db
504468,0,Wrong password for alg@famaga.ro
501405,1,
504047,0,There is no slb@famaga.de in db
502751,0,There is no gc@famaga.de in db
504082,2,
503062,6,
504449,0,There is no lct@famaga.de in db
504342,0,There is no gc@famaga.de in db
504257,0,There is no gab@famaga-group.com in db
501776,0,There is no tsh@famaga.de in db
504223,0,There is no esh@famaga.de in db
503910,2,
504189,1,
504162,2,
503257,1,
504205,1,
501260,0,There is no gab@famaga-group.com in db
500097,1,
503452,0,
504052,2,
504164,3,
504423,0,There is no gc@famaga.de in db
503940,2,
502669,0,There is no gc@famaga.de in db
502066,2,
503693,2,
503085,0,Wrong password for alg@famaga.ro
502887,0,There is no ltb@famaga.de in db
504463,0,There is no tsh@famaga.de in db
504388,0,There is no tsh@famaga.de in db
503862,2,
504389,0,There is no tsh@famaga.de in db
503990,0,There is no gc@famaga.de in db
504258,0,
503157,2,
503911,0,There is no gab@famaga-group.com in db
503091,2,
504397,0,Wrong password for alg@famaga.ro
503270,0,There is no gab@famaga-group.com in db
504171,2,
504399,2,
503980,0,
504456,0,
504373,0,There is no rta@famaga.com in db
503944,0,There is no esh@famaga.de in db
504396,2,
503626,2,
504371,1,
504166,2,
504165,3,
504242,2,
504327,1,
503988,1,
504364,0,There is no esh@famaga.de in db
503919,1,
504114,0,There is no gc@famaga.de in db
504183,0,
503001,0,Wrong password for alg@famaga.ro
498742,1,
504179,0,
502165,1,
503111,0,There is no gab@famaga-group.com in db
504368,0,There is no tsh@famaga.de in db
502714,2,
503864,2,
503282,0,There is no gc@famaga.de in db
503144,0,There is no gc@famaga.de in db
503175,2,
503249,3,
503006,2,
503765,3,
500829,2,
502218,3,
504280,0,Wrong password for alg@famaga.ro
503593,0,
504016,1,
495754,2,
503188,2,
504130,3,
501108,0,There is no irg@famaga.de in db
503783,1,
501008,2,
504300,0,There is no gab@famaga-group.com in db
504343,0,There is no gab@famaga-group.com in db
503936,0,There is no esh@famaga.de in db
504365,0,There is no tsh@famaga.de in db
499881,2,
503758,0,There is no gc@famaga.de in db
503246,0,There is no irg@famaga.de in db
502619,1,
504333,0,There is no tsh@famaga.de in db
504350,0,There is no gc@famaga.de in db
504194,2,
504331,2,
504301,2,
485462,2,
504329,0,There is no gab@famaga-group.com in db
501082,0,There is no gc@famaga.de in db
503471,0,Wrong password for alg@famaga.ro
502535,1,
504267,0,There is no tsh@famaga.de in db
504298,0,Wrong password for alg@famaga.ro
504307,0,Wrong password for alg@famaga.ro
503851,2,
504281,0,
503868,2,
495414,1,
503907,0,Wrong password for alg@famaga.ro
504314,1,
503034,0,There is no tsh@famaga.de in db
502764,2,
502471,6,
504186,0,
498754,0,
502236,2,
504209,0,Wrong password for alg@famaga.ro
504382,0,
497836,1,
504429,0,There is no gab@famaga-group.com in db
504386,0,
504326,1,
504562,0,
502077,1,
502217,0,There is no esh@famaga.de in db
504542,0,
504172,1,
504533,0,
504457,0,There is no tsh@famaga.de in db
498927,1,
503948,0,Wrong password for alg@famaga.ro
504252,0,There is no gab@famaga-group.com in db
504524,1,
504256,0,There is no gab@famaga-group.com in db
504525,0,There is no gab@famaga-group.com in db
504287,0,
504523,0,
503688,2,
504235,2,
504248,0,There is no e.aghayev@famaga.de in db
504279,0,
503354,0,
504536,0,There is no gc@famaga.de in db
504444,0,
499241,1,
502993,2,
504063,3,
503150,0,There is no tsh@famaga.de in db
504413,2,
504431,0,There is no gc@famaga.de in db
504500,0,There is no ltb@famaga.de in db
502753,0,There is no irg@famaga.de in db
504311,2,
503925,0,There is no gc@famaga.de in db
504430,0,There is no gc@famaga.de in db
503120,2,
504490,3,
504180,0,
500604,0,There is no irg@famaga.de in db
503166,2,
496150,2,
503603,0,Wrong password for alg@famaga.ro
502711,2,
503704,2,
503045,0,Wrong password for alg@famaga.ro
504385,2,
504325,0,
504328,2,
501103,1,
503677,0,There is no irg@famaga.de in db
501160,1,
504426,0,There is no esh@famaga.de in db
503551,2,
504255,0,Wrong password for alg@famaga.ro
504502,1,
501645,2,
500716,2,
503197,0,
504497,0,
504471,0,
504306,0,There is no gab@famaga-group.com in db
504341,0,There is no gc@famaga.de in db
504421,1,
503299,2,
502322,0,
504403,0,
503567,2,
502936,2,
500494,0,There is no esh@famaga.de in db
502694,5,
504362,0,There is no gc@famaga.de in db
502014,1,
502052,2,
504309,0,
497707,0,
503510,0,There is no tsh@famaga.de in db
504270,2,
501251,0,There is no gc@famaga.de in db
504182,0,
503206,2,
502356,0,There is no gab@famaga-group.com in db
504468,0,Wrong password for alg@famaga.ro
501405,1,
504047,0,There is no slb@famaga.de in db
502751,0,There is no gc@famaga.de in db
504082,2,
503062,6,
504449,0,There is no lct@famaga.de in db
504342,0,There is no gc@famaga.de in db
504257,0,There is no gab@famaga-group.com in db
501776,0,There is no tsh@famaga.de in db
504223,0,There is no esh@famaga.de in db
503910,2,
504189,1,
504162,2,
503257,1,
504205,1,
501260,0,There is no gab@famaga-group.com in db
500097,1,
503452,0,
504052,2,
504164,3,
504423,0,There is no gc@famaga.de in db
503940,2,
502669,0,There is no gc@famaga.de in db
502066,2,
503693,2,
503085,0,Wrong password for alg@famaga.ro
502887,0,There is no ltb@famaga.de in db
504463,0,There is no tsh@famaga.de in db
504388,0,There is no tsh@famaga.de in db
503862,2,
504389,0,There is no tsh@famaga.de in db
503990,0,There is no gc@famaga.de in db
504258,0,
503157,2,
503911,0,There is no gab@famaga-group.com in db
503091,2,
504397,0,Wrong password for alg@famaga.ro
503270,0,There is no gab@famaga-group.com in db
504171,2,
504399,2,
503980,0,
504456,0,
504373,0,There is no rta@famaga.com in db
503944,0,There is no esh@famaga.de in db
504396,2,
503626,2,
504371,1,
504166,2,
504165,3,
504242,2,
504327,1,
503988,1,
504364,0,There is no esh@famaga.de in db
503919,1,
504114,0,There is no gc@famaga.de in db
504183,0,
503001,0,Wrong password for alg@famaga.ro
498742,1,
504179,0,
502165,1,
503111,0,There is no gab@famaga-group.com in db
504368,0,There is no tsh@famaga.de in db
502714,2,
503864,2,
503282,0,There is no gc@famaga.de in db
503144,0,There is no gc@famaga.de in db
503175,2,
503249,3,
503006,2,
503765,3,
500829,2,
502218,3,
504280,0,Wrong password for alg@famaga.ro
503593,0,
504016,1,
495754,2,
503188,2,
504130,3,
501108,0,There is no irg@famaga.de in db
503783,1,
501008,2,
504300,0,There is no gab@famaga-group.com in db
504343,0,There is no gab@famaga-group.com in db
503936,0,There is no esh@famaga.de in db
504365,0,There is no tsh@famaga.de in db
499881,2,
503758,0,There is no gc@famaga.de in db
503246,0,There is no irg@famaga.de in db
502619,1,
504333,0,There is no tsh@famaga.de in db
504350,0,There is no gc@famaga.de in db
504194,2,
504331,2,
504301,2,
485462,2,
504329,0,There is no gab@famaga-group.com in db
501082,0,There is no gc@famaga.de in db
503471,0,Wrong password for alg@famaga.ro
502535,1,
504267,0,There is no tsh@famaga.de in db
504298,0,Wrong password for alg@famaga.ro
504307,0,Wrong password for alg@famaga.ro
503851,2,
504281,0,
503868,2,
495414,1,
503907,0,Wrong password for alg@famaga.ro
504314,1,
503034,0,There is no tsh@famaga.de in db
502764,2,
502471,6,
504186,0,
498754,0,
502236,2,
504209,0,Wrong password for alg@famaga.ro
504382,0,
497836,1,
504429,0,There is no gab@famaga-group.com in db
504386,0,
504326,1,
504562,0,
502077,1,
502217,0,There is no esh@famaga.de in db
504542,0,
504172,1,
504533,0,
504457,0,There is no tsh@famaga.de in db
498927,1,
503948,0,Wrong password for alg@famaga.ro
504252,0,There is no gab@famaga-group.com in db
504524,1,
504256,0,There is no gab@famaga-group.com in db
504525,0,There is no gab@famaga-group.com in db
504287,0,
504523,0,
503688,2,
504235,2,
504248,0,There is no e.aghayev@famaga.de in db
504279,0,
503354,0,
504536,0,There is no gc@famaga.de in db
504444,0,
499241,1,
502993,2,
504063,3,
503150,0,There is no tsh@famaga.de in db
504413,2,
504431,0,There is no gc@famaga.de in db
504500,0,There is no ltb@famaga.de in db
502753,0,There is no irg@famaga.de in db
504311,2,
503925,0,There is no gc@famaga.de in db
504430,0,There is no gc@famaga.de in db
503120,2,
504490,3,
504180,0,
500604,0,There is no irg@famaga.de in db
503166,2,
496150,2,
503603,0,Wrong password for alg@famaga.ro
502711,2,
503704,2,
503045,0,Wrong password for alg@famaga.ro
504385,2,
504325,0,
504328,2,
501103,1,
503677,0,There is no irg@famaga.de in db
501160,1,
504426,0,There is no esh@famaga.de in db
503551,2,
504255,0,Wrong password for alg@famaga.ro
504502,1,
501645,2,
500716,2,
503197,0,
504497,0,
504471,0,
504306,0,There is no gab@famaga-group.com in db
504341,0,There is no gc@famaga.de in db
504421,1,
